category,type,title,imageUrl,url,status
Mics,sliders,Save on Blue Encore,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-mics3.jpg,http://www.guitarcenter.com/Save-on-Blue-enCORE-g6555t1.gc,enabled
Mics,subheroes,New AKG D5 LX,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-mics1.jpg,http://www.guitarcenter.com/-i4371299.gc,enabled
Mics,subheroes,Save on AKG K553 Pro Closed-Back Headphones,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-mics2.jpg,http://www.guitarcenter.com/AKG-K553-Pro-Closed-Back-Studio-Headphones-111124236-i4188514.gc,enabled
Mics,subheroes,Save on Sterling Recording Mics,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-mics3.jpg,http://www.guitarcenter.com/Sterling-Mics-g5776t1.gc,enabled
Mics,subheroes,New Sennheiser D1 Digital Wireless,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-mics4.jpg,http://www.guitarcenter.com/New-Sennheiser-D1-Wireless-g6678t1.gc,enabled
Mics,subheroes,Save on Panasonic Technics RPDH-1250-S  Headphones,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-mics5.jpg,http://www.guitarcenter.com/Panasonic-Technics-RP-DH1250-S-Pro-DJ-Headphones-109111005-i3942406.gc,enabled
Mics,subheroes,Save on V-Moda LP2 and M100 Headphones,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-mics6.jpg,http://www.guitarcenter.com/V-Moda-LP2-and-M100-g5936t1.gc,enabled
Recording,sliders,New Universal Audio Apollo Interfaces,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-recording1.jpg,http://www.guitarcenter.com/UA-Apollo-2015-g6262t1.gc,enabled
Recording,sliders,Save on Presonus Black Audiobox 2x2 USB,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-recording2.jpg,http://www.guitarcenter.com/Presonus-Black-Audiobox-2x2-USB-2-0-Recording-System-110445350-i3937437.gc,enabled
Recording,sliders,"Save on Focusrite 18i8, Scarlett Solo, and Saffire Pro 40",http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-recording3.jpg,http://www.guitarcenter.com/Focusrite-Savings-g5503t1.gc,disabled
Recording,subheroes,Exclusive JBL LSR 305 White Limited Edition,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-recording1.jpg,http://www.guitarcenter.com/JBL-LSR305-WH-5--Powered-Studio-Monitor---Limited-Edition-White-111265328-i4300366.gc,enabled
Recording,subheroes,New GoPro HERO4 Session,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-recording2.jpg,http://www.guitarcenter.com/GoPro-HERO4-Session-111389516-i4380668.gc,enabled
Recording,subheroes,Save on Complete Mac Mini Bundle ,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-recording3.jpg,http://www.guitarcenter.com/Apple-Complete-Recording-Studio-with-Mac-Mini-v-4-110592656-i3869341.gc,enabled
Recording,subheroes,Save on TASCAM DR-40E Portable Digital Recorder,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-recording4.jpg,http://www.guitarcenter.com/TASCAM-DR-40E-Portable-Digital-Recorder-with-Extra-2GB-Card-109277111-i3153703.gc,enabled
Recording,subheroes,New AirTurn PED Hands-Free Dual Footswitch Controller for Bluetooth Smart,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-recording5.jpg,http://www.guitarcenter.com/AirTurn-PED-Hands-Free-Dual-Footswitch-Controller-for-Bluetooth-Smart-Equipped-Tablets---Computers-111125290-i4195442.gc,enabled
Recording,subheroes,Save on ProLine PLUTM Universal Tablet Mount,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-recording6.jpg,http://www.guitarcenter.com/ProLine-PLUTM-Universal-Tablet-Mount-with-Stand-Attachment-110619343-i3917423.gc,enabled
Software,sliders,New Pro Tools 12.1 ,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-software1.jpg,http://www.guitarcenter.com/Avid--Pro-Tools-12-g28162t0.gc?esid=Pro%20Tools,enabled
Software,sliders,Save on Pre Sonus Studio One ,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-software2.jpg,http://www.guitarcenter.com/Save-on-Xchange-Software-Collections-g5822t1.gc,enabled
Software,sliders,Electronic License Delivery,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-software3.jpg,"http://www.guitarcenter.com/Music-Software-Pro-Audio1,Boxed-or-Download-Download.gc?o=3&icid=400181",enabled
Software,subheroes,Spectrasonics Omnisphere 2 and Upgrade,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-software1.jpg,http://www.guitarcenter.com/Spectrasonics-Omnisphere-2-g6236t1.gc,enabled
Software,subheroes,New Presonus Studio One 3.0,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-software2.jpg,http://www.guitarcenter.com/New-Presonus-Studio-One-3-g6502t1.gc,enabled
Software,subheroes,Save on Steinberg Cubase 7.5,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-software3.jpg,http://www.guitarcenter.com/Steinberg-Cubase-7-5-CMC-FD-Bundle-with-Free-Upgrade-to-Cubase-Pro-8-109278671-i3154643.gc,enabled
Software,subheroes,51st GC Anniversary Download Deals,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-software4.jpg,http://www.guitarcenter.com/51st-GC-Anniversary-Download-Deals-g6684t1.gc,enabled
Software,subheroes,New Propellerhead Reason 8.3,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-software5.jpg,http://www.guitarcenter.com/Propellerhead-Reason-8-3-g6692t1.gc,enabled
Software,subheroes,Save on Image Line FL Studio ,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-software6.jpg,http://www.guitarcenter.com/Image-Line-FL-Studio--g6693t1.gc,enabled
Lighting,sliders,New Chauvet Jam Packs,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-lighting1.jpg,http://www.guitarcenter.com/Chauvet-Jam-Packs-g6694t1.gc,enabled
Lighting,sliders,New American DJ Wifly NE1,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-lighting2.jpg,http://www.guitarcenter.com/American-DJ-Wifly-NE1-111016713-i4149650.gc,enabled
Lighting,sliders,New Chauvet Funfetti Shot Confetti Cannon,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-lighting3.jpg,http://www.guitarcenter.com/Chauvet-Funfetti-Shot-Confetti-Cannon-110894284-i4077816.gc,enabled
Lighting,subheroes,New American DJ Hex Par Pak,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-lighting1.jpg,http://www.guitarcenter.com/American-DJ-Hex-Par-Pak-J22731-i4297282.gc,enabled
Lighting,subheroes,New Chauvet Intimidator Wave 360 IRC,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-lighting2.jpg,http://www.guitarcenter.com/Chauvet-Intimidator-Wave-360-IRC-111119525-i4176722.gc,enabled
Lighting,subheroes,New American DJ Dotz Par Pak,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-lighting3.jpg,http://www.guitarcenter.com/American-DJ-Dotz-Par-Pak-J22729-i4297281.gc,enabled
Lighting,subheroes,New Chauvet Ezwash Hex IRC,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-lighting4.jpg,http://www.guitarcenter.com/Chauvet-EZwash-Hex-IRC-J20197-i4176733.gc,enabled
Lighting,subheroes,New American DJ VF1600 High Output Fog Machine,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-lighting5.jpg,http://www.guitarcenter.com/American-DJ-VF1600-High-Output-Fog-Machine-111115507-i4129764.gc,enabled
Lighting,subheroes,New American DJ Pocket Spot Pak,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-lighting6.jpg,http://www.guitarcenter.com/American-DJ-Pocket-Spot-Pak-111256046-i4297279.gc,enabled
iOS,sliders,New AirTurn PED Hands-Free Dual Footswitch Controller for Bluetooth Smart,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-ios1.jpg,http://www.guitarcenter.com/AirTurn-PED-Hands-Free-Dual-Footswitch-Controller-for-Bluetooth-Smart-Equipped-Tablets---Computers-111125290-i4195442.gc,enabled
iOS,sliders,Save on ProLine PLUTM Universal Tablet Mount,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-ios2.jpg,http://www.guitarcenter.com/ProLine-PLUTM-Universal-Tablet-Mount-with-Stand-Attachment-110619343-i3917423.gc,enabled
iOS,sliders,Save on IK Multimedia Golden Anniversary iRig HD,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/slides/16687-GC-August-Merch-Selects-Web-Graphics-slides-ios3.jpg,http://www.guitarcenter.com/IK-Multimedia-Golden-Anniversary-iRig-HD-110148228-i3649337.gc,enabled
iOS,subheroes,Save on Presonus AudioBox iTwo Studio,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-ios1.jpg,http://www.guitarcenter.com/Presonus-AudioBox-iTwo-Studio-110605250-i3895487.gc,enabled
iOS,subheroes,Best Seller Line 6 Sonic Port VX,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-ios2.jpg,http://www.guitarcenter.com/Line-6-Sonic-Port-VX-110469293-i3818886.gc,enabled
iOS,subheroes,New IK Multimedia iRig 2 Guitar Interface,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-ios3.jpg,http://www.guitarcenter.com/IK-Multimedia-iRig-2-Guitar-Interface-for-iOS--Mac-and-Select-Android-Devices-111148664-i4183730.gc,enabled
iOS,subheroes,New Behringer iStudio Is202,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-ios4.jpg,http://www.guitarcenter.com/Behringer-iStudio-Is202-110890308-i4079605.gc,enabled
iOS,subheroes,New Marshall Stanmore Bluetooth Stereo Speaker,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-ios5.jpg,http://www.guitarcenter.com/Marshall-Stanmore-Bluetooth-Stereo-Speaker-J20090-i4175177.gc,enabled
iOS,subheroes,New IK Multimedia iRig Mic Studio Black,http://images.guitarcenter.com/Content/GC/promo/2015/08-Aug/category-sliders/subheroes/16687-GC-August-Merch-Selects-Web-Graphics-subheroes-ios6.jpg,http://www.guitarcenter.com/IK-Multimedia-iRig-Mic-Studio-111263661-i4295802.gc,enabled
